projname,landmark,projcode,statecode,distcode,blkcode,projtype,isgeotagged,loc_geom,last_updated_by_x,last_updated_on_x,id_x,projstatus_x,oldprojcode,proj_seq,cb_type,ru_type,ot_type,recent_sts_id,Unnamed: 19,Unnamed: 20,id_y,photo1,loc_geom1,photo1_time,photo2,loc_geom2,photo2_time,projstatus_y,surveyor_cmnt,obs_date,obs_by,approved,approver_cmnt,approved_by,approved_on,last_updated_by_y,last_updated_on_y,longitude1,latitude1,longitude2,latitude2,accuracy1,accuracy2,surveyor_name,approver_name,ai_review,ai_reasoning,ai_status,time_check
Const 8 Nos Houses TypeV in Judicial Officers of the Subordinate Judiciary of Distt Level Sec 39 Chd,,RUchCHA1194,CH,44,Chandigarh,CMP,True,0101000020E61000005825EC36032F5340CEF5227FD5BE3E40,schchandi,2020-06-13 11:25:42.066712,541,100,RUchCHA1194,7,False,True,False,2251,,,2251,../photos/RUchCHA1194_1592027742_p1.jpeg,0101000020E61000005825EC36032F5340CEF5227FD5BE3E40,2020-06-13 10:57:59,../photos/RUchCHA1194_1592027742_p2.jpeg,0101000020E610000041E955AE012F53408A75AA7CCFBE3E40,2020-06-13 10:58:15,100,sector 39,2020-06-13 10:58:30,schchandi,True,work completed,chchandi,2023-12-08 00:00:00,chchandi,2023-12-08 10:39:32.638673,76.7345712,30.7454452,76.7344776,30.7453535,5.26,4.37,,Dr Arman singh,,NaN,,NaN
Construction of Two Block  24 unit PO Quarter in residential campus of civil court  Siwan,,RUbrSIW343,BR,222,,CMP,True,0101000020E6100000A7F809B1C416554007C02E79F2393A40,bruser,2024-06-07 13:45:02.834096,12,100,RUbrSIW343,1,False,True,False,1829,,,1827,../photos/RUbrSIW343_1589620290_p1.jpeg,0101000020E610000038352B36C11655400237418AF0393A40,2020-05-16 14:40:34,../photos/RUbrSIW343_1589620290_p2.jpeg,0101000020E610000061AEA0C4C21655406F9D7FBBEC393A40,2020-05-16 14:40:51,100,Project completed,2020-05-16 14:41:28,sbrsiwan,False,,,,sbrsiwan,2020-05-16 14:41:30.703563,84.3555427,26.2263266,84.3556377,26.2262685,10.72,15.01,,,1.0,"The image shows a complete building with windows and a roof. The user reported 100% completion, which matches the image. Therefore, the validation system returns 1, meaning the statement is verified.",90.0,OUTDATED
Construction of family court Munger,,CBbrMUN408,BR,207,Munger,CMP,True,0101000020E6100000818758B3049E55402864E76D6C603940,sbrmunger,2021-09-16 16:20:30.502771,2,100,CBbrMUN408,3,True,False,False,4832,,,1640,../photos/CBbrMUN408_1579685603_p1.jpeg,0101000020E6100000C9D57E219A4E534071CB4752D28D3C40,2020-01-22 15:02:57,../photos/CBbrMUN408_1579685603_p2.jpeg,0101000020E6100000C9D57E219A4E534071CB4752D28D3C40,2020-01-22 15:03:04,0,Test,2020-01-22 15:03:20,admin,True,ok tested,admin,2020-05-15 00:00:00,admin,2020-05-15 10:26:57.06537,77.2281574,28.5539905,77.2281574,28.5539905,82.0,82.0,,khushboo,0.0,"The image shows a wooden table with chairs. No construction work is visible. The reported status of 0% matches the image.  Therefore, the validation system correctly returned 0.",0.0,OUTDATED
Construction of District Court Coimplex at Samba,,CHjkSam726,JK,624,Samba,CMP,True,0101000020E61000006F9406C861C55240EAF06B7FC2474040,sjksamba,2020-12-17 13:23:42.119187,56,100,CHjkSam726,1,True,False,False,3680,,,3680,../photos/CHjkSam726_1608191622_p1.jpeg,0101000020E6100000C0EB33677DC5524046A28625D4474040,2020-12-17 13:22:44,../photos/CHjkSam726_1608191622_p2.jpeg,0101000020E6100000EA0EBD207DC55240D6D86F37D2474040,2020-12-17 13:23:02,100,Project is already completed and handed over to the concern department,2020-12-17 13:23:06,sjksamba,True,Handed over,jksamba,2020-12-17 00:00:00,jksamba,2020-12-17 16:36:56.341577,75.085779,32.5611617,75.0857622,32.5611028,6.0,6.0,,,1.0,"The image shows a completed building with a sign indicating ""District Court Complex Samba"". This aligns with the reported status of 100%, indicating a completed project.  Therefore, the validation system's answer of 1 is correct.",90.0,OUTDATED
construction of 1 No F type judicial residencial qtr at khaniyadhana district shivpuri,,RUmpSHI742,MP,432,,UC,True,0101000020E61000003C3E6BC80988534075CAA31B61093940,smpshivpu,2022-12-08 12:34:12.544239,51,90,RUmpSHI742,10,False,True,False,5791,,,5791,../photos/RUmpSHI742_1670483052_p1.jpeg,0101000020E6100000E1F890A630885340A8E15B5837083940,2022-12-08 12:33:25,../photos/RUmpSHI742_1670483052_p2.jpeg,0101000020E6100000E1F890A630885340A8E15B5837083940,2022-12-08 12:33:50,90,Finishing work in progress,2022-12-08 12:33:58,smpshivpu,True,YES,mpshivpu,2023-12-15 00:00:00,mpshivpu,2023-12-15 11:00:24.587716,78.1279694,25.0320945,78.1279694,25.0320945,21.6,21.6,,VK ARAKH,,NaN,,NaN
Construction of Court Complex 3 No Court at Khetri,,CHrjJHU518,RJ,106,,CMP,True,0101000020E6100000A61B727D69F252408ED20039BCFF3B40,srjjhunjh,2020-07-05 14:49:19.249738,93,100,CHrjJHU518,1,True,False,False,2527,,,2527,../photos/CHrjJHU518_1593940759_p1.jpeg,0101000020E61000009F3E5D386BF2524037D9AB34CEFF3B40,2020-07-05 14:47:37,../photos/CHrjJHU518_1593940759_p2.jpeg,0101000020E61000009F3E5D386BF2524037D9AB34CEFF3B40,2020-07-05 14:48:23,100,2 No Courts has been completed and hand over to Justice department,2020-07-05 14:49:04,srjjhunjh,True,Yes,rjjhunjh,2024-01-31 00:00:00,rjjhunjh,2024-01-31 10:11:12.564855,75.7877942,27.9992402,75.7877942,27.9992402,3.22,3.22,,Tarachand Saini,,NaN,,NaN
CONSTRUCTION OF CHILD FRIENDLY COURT BUILDING AT TEONTHAR,EXISTING COURT CAMPUS,MP4240013,MP,424,THEONTHAR,UC,True,0101000020E6100000F1344F649C69544090E91A7794FC3840,smprewa,2022-05-26 12:25:18.943495,2473,70,,13,True,False,False,5207,,,4580,../photos/MP4240013_1624526379_p1.jpeg,0101000020E6100000D2CA187A9F6954401E786B4F7FFC3840,2021-06-24 14:47:38,../photos/MP4240013_1624526379_p2.jpeg,0101000020E61000007B8E23319C69544030B88BD58BFC3840,2021-06-24 14:48:25,40,Work at roof level,2021-06-24 14:49:35,smprewa,True,YES,mprewa,2023-12-15 00:00:00,mprewa,2023-12-15 11:17:37.68794,81.6503587,24.9863176,81.6501582,24.9865087,26.58,10.72,,J S BAGHEL,,NaN,,NaN
PROV ELECTRIFICATION WORK IN GOVT RESIDENTIAL QTRS (10 F 04 E AND 4 D TYPE) AT NUTAN COLONY BILASPUR,NEAR DISTRICT AYURVEDIK HOSPITAL BILASPUR,CG3750072,CG,375,BILHA,CMP,True,0101000020E61000006376BB0361895440D01E7931DE1A3640,scgbilasp,2020-08-25 12:40:03.979513,1729,100,,72,False,False,True,3044,,,3019,../photos/CG3750072_1598334814_p1.jpeg,0101000020E61000003FF960BE6189544007BDEDF8E51A3640,2020-08-25 11:22:55,../photos/CG3750072_1598334814_p2.jpeg,0101000020E61000003FF960BE6189544007BDEDF8E51A3640,2020-08-25 11:23:16,100,Electrical work F-4,2020-08-25 11:23:22,scgbilasp,True,okay accepted,cgbilasp,2020-09-17 00:00:00,cgbilasp,2020-09-17 11:24:31.391893,82.1465908,22.1050716,82.1465908,22.1050716,20.0,20.0,,P N Sai,,NaN,,NaN
Construction of Court Building of CJJD JM at kotri Distt Bhilwara,,CHrjBHI1162,RJ,92,Kotri,CMP,True,0101000020E6100000A64D30F724B75240FECBFFF51B653940,srjbhilwa,2020-12-01 15:46:12.163461,530,100,CHrjBHI1162,2,True,False,False,3594,,,3594,../photos/CHrjBHI1162_1606817772_p1.jpeg,0101000020E6100000A64D30F724B75240FECBFFF51B653940,2020-12-01 15:44:43,../photos/CHrjBHI1162_1606817772_p2.jpeg,0101000020E610000090EC5BF720B752401F0F7D772B653940,2020-12-01 15:45:55,100,Handed over complete,2020-12-01 15:46:07,srjbhilwa,True,Completed and Handed Over,rjbhilwa,2024-01-15 00:00:00,rjbhilwa,2024-01-15 08:39:55.243843,74.8616312,25.3949579,74.8613871,25.3951945,3.22,3.61,,Gautam Meena,,NaN,,NaN
Construction of District Court Complex at Kupwara,,CHjkKup850,JK,8,,UC,True,0101000020E6100000A9D26064939052404F038A81C3424140,sjkkupwar,2021-01-18 17:11:24.774597,182,20,CHjkKup850,2,True,False,False,3863,,,3863,../photos/CHjkKup850_1610970084_p1.jpeg,0101000020E6100000947DA1919990524017FEC2E1BB424140,2021-01-18 17:09:46,../photos/CHjkKup850_1610970084_p2.jpeg,0101000020E6100000947DA1919990524017FEC2E1BB424140,2021-01-18 17:10:01,20,Ground floor slab completed (half portion) further work stopped due to sub zero temperatures,2021-01-18 17:10:26,sjkkupwar,True,Ground floor slab completed( Half portion),jkkupwar,2021-01-18 00:00:00,jkkupwar,2021-01-18 18:25:50.861529,74.2593731,34.5213587,74.2593731,34.5213587,5.94,5.94,,,,NaN,,NaN
Construction of Additional District Court Complex at Handwara Kupwara,,CHjkKup849,JK,8,,UC,True,0101000020E6100000AC3AAB05F6915240C69CB17966334140,sjkkupwar,2021-04-05 11:16:37.000434,181,40,CHjkKup849,1,True,False,False,4012,,,4012,../photos/CHjkKup849_1617601596_p1.jpeg,0101000020E61000000008B364E9915240A92160634D334140,2021-04-05 11:06:37,../photos/CHjkKup849_1617601596_p2.jpeg,0101000020E6100000A810D951E691524005B353BD46334140,2021-04-05 11:08:28,40,TRUSS WORK COMPLETED WITHOUT CGI SHEETING,2021-04-05 11:16:31,sjkkupwar,True,Works executed as per approved DPR All the funds released by I A are utilized so far,jkkupwar,2021-04-07 00:00:00,jkkupwar,2021-04-07 12:10:54.69288,74.2798702,34.4007992,74.2796826,34.4005963,4.0,28.91,,,,NaN,,NaN
"CONSTRUCTION OF BAR ASSOCIATION BUILDING AT ANEMAJALU OF BANNUR VILLAGE IN PUTTUR TALUK, DK DISTRICT",ANEMAJALU BANNUR PUTTUR,KA5340007,KA,534,,CMP,True,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,skadakshikan,2021-06-04 18:28:11.431167,2022,100,,7,False,False,True,4362,,,4347,../photos/KA5340007_1622802011_p1.jpeg,0101000020E6100000C9867F22E0CC5240DEF0715C7C842940,2021-06-04 15:49:29,../photos/KA5340007_1622802011_p2.jpeg,0101000020E6100000C9867F22E0CC5240DEF0715C7C842940,2021-06-04 15:50:00,100,Final handing over,2021-06-04 15:50:09,skadakshikan,True,100 Percent of work completed,kadakshikan,2023-11-23 00:00:00,kadakshikan,2023-11-23 14:56:06.976526,75.2011801,12.7587613,75.2011801,12.7587613,20.0,20.0,,AMARNATH JAIN H P,,NaN,,NaN
construction of 10 court rooms court building sablgarh,village poonchri tentra road,MP4170006,MP,417,sablgarh,CMP,True,0101000020E6100000447529641D58534061360186E53D3A40,smpmorena,2024-02-22 18:01:10.345747,1651,100,,6,True,False,False,7513,,,5178,../photos/MP4170006_1653467074_p1.jpeg,0101000020E610000095B48762175853400D0DD5DEF13D3A40,2022-05-25 13:54:01,../photos/MP4170006_1653467074_p2.jpeg,0101000020E610000095B48762175853400D0DD5DEF13D3A40,2022-05-25 13:54:09,70,Work stopped due non availability of allotment,2022-05-25 13:54:18,smpmorena,True,YES,mpmorena,2023-12-14 00:00:00,mpmorena,2023-12-14 18:55:35.750598,77.3764273,26.2419719,77.3764273,26.2419719,5.23,5.23,,V K ARAKH,,NaN,,NaN
02courtroom,,CHupAME641,UP,640,,CMP,True,0101000020E6100000D2A8C0C9367454404A33CCBF4C5E3A40,supamethi,2022-07-26 17:51:39.099062,281,100,CHupAME641,1,True,False,False,5498,,,5498,../photos/CHupAME641_1658838099_p1.jpeg,0101000020E6100000D2A8C0C9367454404A33CCBF4C5E3A40,2022-07-26 17:49:31,../photos/CHupAME641_1658838099_p2.jpeg,0101000020E6100000499407333774544010559D7A495E3A40,2022-07-26 17:51:28,100,All work completed,2022-07-26 17:51:35,supamethi,True,Building handover 21 November 2019,upamethi,2022-07-26 00:00:00,upamethi,2022-07-26 17:54:47.64651,81.815844,26.3683586,81.8158691,26.3683087,6.0,6.0,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,4757,../photos/UP1690002_1630746848_p1.jpeg,0101000020E61000001F03684A216E5340BCC161B36DFC3C40,2021-09-03 13:00:02,../photos/UP1690002_1630746848_p2.jpeg,0101000020E61000001F03684A216E5340BCC161B36DFC3C40,2021-09-03 13:00:13,90,Circuit house Meerut,2021-09-03 13:00:28,supmeerut,False,,,,supmeerut,2021-09-04 14:44:08.481864,77.7207819,28.9860489,77.7207819,28.9860489,24.9,24.9,,,,NaN,,NaN
REPAIR AND RENOVATION WORK FOR COURT SUPERINTENDENT GOVT RESIDENCE OF DISTT COURT BUILD AMBIKAPUR,NEAR GANDHI CHOWK,CG3890006,CG,389,AMBIKAPUR,CMP,True,0101000020E610000044DBD6BBE4CB544050F234AA1D213740,scgsurguj,2020-09-16 09:52:06.621755,1862,100,,6,False,False,True,3236,,,3236,../photos/CG3890006_1600230126_p1.jpeg,0101000020E610000044DBD6BBE4CB544050F234AA1D213740,2020-09-16 09:50:59,../photos/CG3890006_1600230126_p2.jpeg,0101000020E610000044DBD6BBE4CB544050F234AA1D213740,2020-09-16 09:51:11,100,Work completed,2020-09-16 09:51:42,scgsurguj,True,Work Completed,cgsurguj,2020-09-17 00:00:00,cgsurguj,2020-09-17 12:10:38.976002,83.1858358,23.1293589,83.1858358,23.1293589,27.43,27.43,,CE Ambikapur,,NaN,,NaN
Construction of 25 nos Courtroom in District Court Allahabad,,CHupALL638,UP,120,,CMP,True,0101000020E61000001A7CABBF6F7654403CB0D293E8773940,upuser,2023-12-13 14:35:38.628758,279,100,CHupALL638,1,True,False,False,2794,,,2793,../photos/CHupALL638_1596534222_p1.jpeg,0101000020E61000001A7CABBF6F7654403CB0D293E8773940,2020-08-04 15:12:12,../photos/CHupALL638_1596534222_p2.jpeg,0101000020E61000007925242D707654406452E8610D783940,2020-08-04 15:12:39,100,Work completed and inventory sent for handover,2020-08-04 15:13:36,supprayag,False,,,,supprayag,2020-08-04 15:13:42.400066,81.8505706,25.4683926,81.8505967,25.4689542,20.17,104.1,,,,NaN,,NaN
16courtroom,,CHupBAL648,UP,127,,CMP,True,0101000020E610000048BD4CB9678A5440BACF3B5FFD6F3B40,supbalram,2022-07-22 12:04:06.445819,297,100,CHupBAL648,1,True,False,False,5408,,,5408,../photos/CHupBAL648_1658471646_p1.jpeg,0101000020E61000003CE41C2B678A5440D04C8B55DE6F3B40,2022-07-22 12:02:30,../photos/CHupBAL648_1658471646_p2.jpeg,0101000020E6100000D599D6016B8A5440B22E6EA301703B40,2022-07-22 12:03:45,100,16 court handed over,2022-07-22 12:03:50,supbalram,True,Work complete and handed over to client department,upbalram,2022-07-22 00:00:00,upbalram,2022-07-22 16:47:31.251392,82.1625469,27.4369863,82.1627812,27.437525,65.0,147.98,,,,NaN,,NaN
Construction of Multi level Car parking Court halls Office accommodation and Advocate Association,,CHkaBEN793,KA,525,New Building MLCP,CMP,True,0101000020E610000064F668609A655340958C52F822F02940,skabengalurb,2020-06-05 11:11:59.57292,318,100,CHkaBEN793,1,True,False,False,2126,,,2125,../photos/CHkaBEN793_1591335625_p1.jpeg,0101000020E61000006AE44E449A655340B9F2A32B22F02940,2020-06-05 11:09:48,../photos/CHkaBEN793_1591335625_p2.jpeg,0101000020E61000006AE44E449A655340B9F2A32B22F02940,2020-06-05 11:10:03,100,Building completed and inaugaration was done on 09-09-2019,2020-06-05 11:10:13,skabengalurb,True,Court started function from 01 June 2020,kabengalurb,2020-06-15 00:00:00,kabengalurb,2020-06-15 17:27:03.346154,77.5875407,12.9690107,77.5875407,12.9690107,24.18,24.18,,Dhananjaya EE No2 Building Div,,NaN,,NaN
Construction of Junior Civil Judge building at Prathipadu,,CHapEAS965,AP,505,,CMP,True,0101000020E6100000991249F4328C54406B7CCB41753A3140,sapeastgod,2021-11-16 16:27:39.837626,391,100,CHapEAS965,2,True,False,False,5008,,,5008,../photos/CHapEAS965_1637060259_p1.jpeg,0101000020E610000039A8B349348C54409610621D7D3A3140,2021-11-16 16:27:23,../photos/CHapEAS965_1637060259_p2.jpeg,0101000020E61000000F400F5A348C54409C71755B7D3A3140,2021-11-16 16:27:32,100,Work completed up to the extent of administrative sanction,2021-11-16 16:27:36,sapeastgod,True,Work completed up to extent of AS,apeastgod,2023-10-31 00:00:00,apeastgod,2023-10-31 15:00:11.901587,82.1906914,17.2284716,82.1906953,17.2284753,4.76,4.76,,Haribabu,,NaN,,NaN
Quarters for Judicial Officers at Chengam in Tiruvannamalai District,,RUtnTIR1039,TN,593,Chengam,CMP,True,0101000020E61000000EBF9B6ED9B353409DA4541DCDA42840,stntiruvann,2020-06-02 17:00:24.162842,451,100,RUtnTIR1039,2,False,True,False,1726,,,1726,../photos/RUtnTIR1039_1589432762_p1.jpeg,0101000020E61000000EBF9B6ED9B353409DA4541DCDA42840,2020-05-14 10:34:08,../photos/RUtnTIR1039_1589432762_p2.jpeg,0101000020E6100000CABD65F3DDB35340E73D29EED3A42840,2020-05-14 10:35:06,100,Work completed handed over inaugurated on 12 March 2019,2020-05-14 10:35:59,stntiruvann,False,,,,stntiruvann,2020-05-14 10:36:02.753809,78.810146,12.3218774,78.8104218,12.3219294,3.22,3.64,,,,NaN,,NaN
construction of court complex at bhadravathi,,CHkaSHI1110,KA,547,BHADRAVATHI,CMP,True,0101000020E61000004EC3A68416ED5240865B994B05B42B40,skashivam,2023-11-15 12:06:20.689289,491,100,CHkaSHI1110,4,True,False,False,6381,,,6381,../photos/CHkaSHI1110_1700030180_p1.jpeg,0101000020E61000004EC3A68416ED5240865B994B05B42B40,2023-11-15 12:05:50,../photos/CHkaSHI1110_1700030180_p2.jpeg,0101000020E6100000713AC95617ED52401B289595CBB32B40,2023-11-15 12:06:06,100,Completed,2023-11-15 12:06:19,skashivam,True,Completed,kashivam,2023-11-23 00:00:00,kashivam,2023-11-23 13:06:51.07062,75.7044994,13.8516029,75.7045495,13.8511626,29.8,28.36,,Vijayakumar Y N,,NaN,,NaN
Construction of District Court Buildings at Nuapada,Collectorate building,OD3680003,OD,368,NUAPADA,UC,True,0101000020E61000003C7B78E02DA25440A28625D4C2CD3440,sodnuapad,2020-06-22 11:53:30.322582,1427,0,,3,True,False,False,2330,,,2330,../photos/OD3680003_1592807010_p1.jpeg,0101000020E61000003C7B78E02DA25440A28625D4C2CD3440,2020-06-22 11:52:50,../photos/OD3680003_1592807010_p2.jpeg,0101000020E61000003C7B78E02DA25440A28625D4C2CD3440,2020-06-22 11:53:11,0,On going project up to FF already completed and court functioning,2020-06-22 11:53:23,sodnuapad,True,The work will taken off soon,odnuapad,2020-06-22 00:00:00,odnuapad,2020-06-22 17:28:18.978848,82.5340501,20.8037541,82.5340501,20.8037541,26.49,26.49,,Kishore Kumar Panda,,NaN,,NaN
